person_id,academic_pressure,work_pressure,cgpa,study_satisfaction,job_satisfaction,work_study_hours
168,3.0,0.0,8.74,2.0,0.0,0.0
169,1.0,0.0,8.03,3.0,0.0,4.0
170,5.0,0.0,5.75,1.0,0.0,11.0
171,3.0,0.0,6.61,5.0,0.0,12.0
172,2.0,0.0,9.41,4.0,0.0,11.0
173,1.0,0.0,5.68,4.0,0.0,8.0
174,2.0,0.0,8.64,3.0,0.0,4.0
175,3.0,0.0,7.21,5.0,0.0,8.0
176,4.0,0.0,7.92,2.0,0.0,7.0
177,5.0,0.0,5.74,2.0,0.0,2.0
178,4.0,0.0,8.28,1.0,0.0,10.0
179,3.0,0.0,8.59,2.0,0.0,8.0
180,3.0,0.0,6.04,4.0,0.0,8.0
181,1.0,0.0,9.13,2.0,0.0,4.0
182,5.0,0.0,8.08,4.0,0.0,9.0
183,2.0,0.0,8.5,1.0,0.0,8.0
184,4.0,0.0,8.38,5.0,0.0,12.0
185,4.0,0.0,9.44,4.0,0.0,10.0
186,1.0,0.0,9.96,5.0,0.0,6.0
187,4.0,0.0,8.04,4.0,0.0,11.0
188,1.0,0.0,5.12,5.0,0.0,7.0
189,1.0,0.0,7.64,3.0,0.0,11.0
190,5.0,0.0,8.04,1.0,0.0,5.0
191,3.0,0.0,9.44,5.0,0.0,11.0
192,4.0,0.0,8.35,5.0,0.0,11.0
193,3.0,0.0,7.07,5.0,0.0,7.0
194,1.0,0.0,9.6,3.0,0.0,8.0
195,4.0,0.0,6.08,1.0,0.0,7.0
196,2.0,0.0,9.54,3.0,0.0,11.0
197,5.0,0.0,6.17,2.0,0.0,7.0
198,2.0,0.0,9.95,1.0,0.0,10.0
199,5.0,0.0,9.05,2.0,0.0,8.0
200,4.0,0.0,9.24,2.0,0.0,7.0
201,1.0,0.0,8.54,3.0,0.0,12.0
202,5.0,0.0,6.51,4.0,0.0,7.0
203,1.0,0.0,7.25,5.0,0.0,9.0
204,5.0,0.0,8.78,1.0,0.0,6.0
205,1.0,0.0,9.71,1.0,0.0,2.0
206,1.0,0.0,8.13,1.0,0.0,10.0
207,2.0,0.0,8.93,2.0,0.0,10.0
208,5.0,0.0,9.66,1.0,0.0,4.0
209,4.0,0.0,5.56,2.0,0.0,8.0
210,3.0,0.0,8.91,1.0,0.0,7.0
211,3.0,0.0,6.16,5.0,0.0,5.0
212,4.0,0.0,9.04,2.0,0.0,2.0
213,3.0,0.0,6.83,1.0,0.0,4.0
214,5.0,0.0,7.7,1.0,0.0,9.0
215,3.0,0.0,5.67,2.0,0.0,12.0
216,1.0,0.0,6.51,3.0,0.0,7.0
217,1.0,0.0,6.21,5.0,0.0,6.0
218,4.0,0.0,8.28,3.0,0.0,10.0
219,1.0,0.0,9.74,3.0,0.0,12.0
220,5.0,0.0,9.6,5.0,0.0,12.0
221,2.0,0.0,6.25,3.0,0.0,2.0
222,3.0,0.0,7.1,4.0,0.0,6.0
223,3.0,0.0,5.85,2.0,0.0,8.0
224,2.0,0.0,9.24,5.0,0.0,4.0
225,4.0,0.0,7.74,1.0,0.0,0.0
226,3.0,0.0,6.41,3.0,0.0,9.0
227,5.0,0.0,7.1,2.0,0.0,2.0
228,5.0,0.0,8.9,3.0,0.0,4.0
229,3.0,0.0,9.6,4.0,0.0,12.0
230,2.0,0.0,5.88,3.0,0.0,0.0
231,1.0,0.0,6.16,3.0,0.0,5.0
232,1.0,0.0,9.72,5.0,0.0,4.0
233,5.0,0.0,6.19,1.0,0.0,4.0
234,5.0,0.0,7.75,1.0,0.0,10.0
235,3.0,0.0,7.88,1.0,0.0,10.0
236,1.0,0.0,6.83,3.0,0.0,12.0
237,5.0,0.0,5.42,5.0,0.0,9.0
238,5.0,0.0,7.52,5.0,0.0,12.0
239,2.0,0.0,7.68,5.0,0.0,5.0
240,1.0,0.0,5.85,4.0,0.0,5.0
241,5.0,0.0,7.88,3.0,0.0,1.0
242,3.0,0.0,8.4,4.0,0.0,1.0
243,5.0,0.0,8.95,3.0,0.0,7.0
244,5.0,0.0,8.9,2.0,0.0,6.0
245,5.0,0.0,7.64,1.0,0.0,10.0
246,2.0,0.0,9.39,4.0,0.0,0.0
247,1.0,0.0,6.84,2.0,0.0,7.0
248,3.0,0.0,5.11,2.0,0.0,6.0
249,2.0,0.0,8.04,3.0,0.0,2.0
250,2.0,0.0,8.64,4.0,0.0,1.0
251,2.0,0.0,5.99,1.0,0.0,11.0
252,4.0,0.0,8.59,2.0,0.0,8.0
253,2.0,0.0,9.39,2.0,0.0,8.0
254,3.0,0.0,6.99,1.0,0.0,7.0
255,5.0,0.0,6.83,4.0,0.0,10.0
256,1.0,0.0,7.09,3.0,0.0,6.0
257,2.0,0.0,8.62,4.0,0.0,0.0
258,4.0,0.0,9.54,2.0,0.0,5.0
259,4.0,0.0,8.53,3.0,0.0,2.0
260,3.0,0.0,7.1,3.0,0.0,4.0
261,1.0,0.0,7.47,1.0,0.0,12.0
262,3.0,0.0,9.93,3.0,0.0,12.0
263,5.0,0.0,6.78,5.0,0.0,7.0
264,4.0,0.0,9.59,3.0,0.0,11.0
265,3.0,0.0,9.93,1.0,0.0,9.0
266,1.0,0.0,7.52,4.0,0.0,0.0
267,3.0,0.0,6.42,2.0,0.0,4.0
268,5.0,0.0,8.35,1.0,0.0,12.0
269,2.0,0.0,6.08,4.0,0.0,6.0
270,3.0,0.0,7.1,1.0,0.0,11.0
271,3.0,0.0,9.95,4.0,0.0,10.0
272,3.0,0.0,9.74,5.0,0.0,11.0
273,2.0,0.0,9.92,3.0,0.0,3.0
274,3.0,0.0,8.39,3.0,0.0,5.0
275,5.0,0.0,8.96,4.0,0.0,11.0
276,4.0,0.0,8.95,4.0,0.0,7.0
277,2.0,0.0,5.89,2.0,0.0,10.0
278,3.0,0.0,5.76,4.0,0.0,10.0
279,4.0,0.0,6.0,5.0,0.0,10.0
280,4.0,0.0,5.58,4.0,0.0,4.0
281,4.0,0.0,7.22,5.0,0.0,10.0
282,5.0,0.0,6.81,2.0,0.0,10.0
283,3.0,0.0,9.02,5.0,0.0,8.0
284,2.0,0.0,8.23,2.0,0.0,0.0
285,4.0,0.0,9.88,1.0,0.0,7.0
286,4.0,0.0,7.52,1.0,0.0,9.0
287,4.0,0.0,9.11,4.0,0.0,7.0
288,2.0,0.0,9.54,4.0,0.0,9.0
289,2.0,0.0,8.58,4.0,0.0,9.0
290,5.0,0.0,9.6,4.0,0.0,8.0
291,2.0,0.0,9.54,3.0,0.0,10.0
292,1.0,0.0,9.97,5.0,0.0,0.0
293,3.0,0.0,9.63,3.0,3.0,8.0
294,2.0,0.0,8.95,5.0,0.0,5.0
295,5.0,0.0,9.39,5.0,0.0,1.0
296,2.0,0.0,5.7,5.0,0.0,11.0
297,5.0,0.0,7.7,5.0,0.0,12.0
298,1.0,0.0,9.67,3.0,0.0,1.0
299,4.0,0.0,9.41,2.0,0.0,12.0
300,5.0,0.0,8.35,1.0,0.0,12.0
301,4.0,0.0,6.78,3.0,0.0,10.0
302,4.0,0.0,6.37,2.0,0.0,11.0
303,2.0,0.0,5.64,1.0,0.0,12.0
304,3.0,0.0,6.99,4.0,0.0,9.0
305,3.0,0.0,5.41,3.0,0.0,7.0
306,5.0,0.0,6.41,3.0,0.0,10.0
307,3.0,0.0,7.27,3.0,0.0,12.0
308,5.0,0.0,5.32,2.0,0.0,3.0
309,5.0,0.0,5.99,3.0,0.0,4.0
310,3.0,0.0,9.93,2.0,0.0,2.0
311,5.0,0.0,8.7,4.0,0.0,5.0
312,3.0,0.0,8.5,2.0,0.0,10.0
313,2.0,0.0,9.44,3.0,0.0,4.0
314,1.0,0.0,6.05,3.0,0.0,7.0
315,5.0,0.0,9.6,2.0,0.0,12.0
316,1.0,0.0,8.7,4.0,0.0,7.0
317,1.0,0.0,6.85,4.0,0.0,0.0
318,4.0,0.0,9.33,4.0,0.0,9.0
319,5.0,0.0,7.25,4.0,0.0,12.0
320,4.0,0.0,5.81,5.0,0.0,12.0
321,4.0,0.0,8.17,3.0,0.0,11.0
322,4.0,0.0,6.03,3.0,0.0,4.0
323,5.0,0.0,5.56,2.0,0.0,11.0
324,1.0,0.0,6.78,4.0,0.0,2.0
325,4.0,0.0,6.53,3.0,0.0,6.0
326,3.0,0.0,5.12,5.0,0.0,9.0
327,2.0,0.0,5.74,4.0,0.0,10.0
328,3.0,0.0,6.16,1.0,0.0,5.0
329,2.0,0.0,5.98,3.0,0.0,2.0
330,3.0,0.0,9.05,1.0,0.0,2.0
331,3.0,0.0,6.78,2.0,0.0,12.0
332,4.0,0.0,8.04,3.0,0.0,10.0
333,5.0,0.0,7.38,1.0,0.0,10.0
334,3.0,0.0,5.85,2.0,0.0,12.0
335,5.0,0.0,8.04,2.0,0.0,3.0
336,1.0,0.0,8.39,5.0,0.0,10.0
337,4.0,0.0,6.02,1.0,0.0,10.0
338,5.0,0.0,6.74,4.0,0.0,7.0
339,3.0,0.0,5.26,1.0,0.0,8.0
340,5.0,0.0,6.16,1.0,0.0,8.0
341,4.0,0.0,5.75,2.0,0.0,4.0
342,4.0,0.0,9.11,4.0,0.0,9.0
343,5.0,0.0,8.9,4.0,0.0,7.0
344,5.0,0.0,7.04,4.0,0.0,12.0
345,5.0,0.0,5.74,5.0,0.0,4.0
346,4.0,0.0,7.72,4.0,0.0,4.0
347,5.0,0.0,5.64,4.0,0.0,6.0
348,3.0,0.0,5.66,4.0,0.0,6.0
349,4.0,0.0,7.09,1.0,0.0,10.0
350,4.0,0.0,7.52,5.0,0.0,11.0
351,3.0,0.0,8.96,2.0,0.0,4.0
352,1.0,0.0,7.39,3.0,0.0,3.0
353,1.0,0.0,5.6,4.0,0.0,3.0
354,3.0,0.0,5.64,3.0,0.0,7.0
355,1.0,0.0,9.04,4.0,0.0,10.0
356,5.0,0.0,8.04,3.0,0.0,6.0
357,4.0,0.0,8.43,1.0,0.0,4.0
358,1.0,0.0,9.34,2.0,0.0,9.0
359,3.0,0.0,8.78,2.0,0.0,10.0
360,4.0,0.0,5.88,5.0,0.0,3.0
361,5.0,0.0,6.27,5.0,0.0,10.0
362,2.0,0.0,7.88,3.0,0.0,9.0
363,3.0,0.0,5.44,5.0,0.0,11.0
364,2.0,0.0,8.52,5.0,0.0,10.0
365,3.0,0.0,6.03,3.0,0.0,7.0
366,2.0,0.0,9.6,4.0,0.0,5.0
367,2.0,0.0,8.9,3.0,0.0,11.0
368,1.0,0.0,7.48,3.0,0.0,2.0
369,1.0,0.0,9.39,3.0,0.0,0.0
370,4.0,0.0,7.1,3.0,0.0,9.0
371,5.0,0.0,5.44,3.0,0.0,11.0
372,1.0,0.0,6.37,1.0,0.0,8.0
373,1.0,0.0,9.5,4.0,0.0,7.0
374,1.0,0.0,5.82,4.0,0.0,0.0
375,5.0,0.0,5.72,2.0,0.0,9.0
376,4.0,0.0,5.64,4.0,0.0,10.0
377,3.0,0.0,9.04,2.0,0.0,9.0
378,5.0,0.0,8.19,4.0,0.0,11.0
379,3.0,0.0,8.44,4.0,0.0,11.0
380,3.0,0.0,5.67,4.0,0.0,11.0
381,2.0,0.0,8.98,4.0,0.0,4.0
382,3.0,0.0,9.44,5.0,0.0,2.0
383,4.0,0.0,5.82,2.0,0.0,11.0
384,4.0,0.0,8.04,3.0,0.0,6.0
385,3.0,0.0,9.37,2.0,0.0,11.0
386,3.0,0.0,5.59,2.0,0.0,9.0
387,1.0,0.0,8.44,2.0,0.0,11.0
388,3.0,0.0,6.99,5.0,0.0,8.0
389,3.0,0.0,8.44,2.0,0.0,6.0
390,3.0,0.0,6.86,4.0,0.0,11.0
391,1.0,0.0,5.8,2.0,0.0,3.0
392,3.0,0.0,5.75,4.0,0.0,8.0
393,1.0,0.0,7.92,5.0,0.0,11.0
394,3.0,0.0,6.78,4.0,0.0,9.0
395,5.0,0.0,7.28,1.0,0.0,2.0
396,5.0,0.0,7.6,2.0,0.0,5.0
397,3.0,0.0,7.91,2.0,0.0,6.0
398,5.0,0.0,9.17,3.0,0.0,6.0
399,1.0,0.0,7.46,5.0,0.0,9.0
400,5.0,0.0,8.9,4.0,0.0,8.0
401,1.0,0.0,9.79,1.0,0.0,8.0
402,2.0,0.0,7.53,3.0,0.0,3.0
403,5.0,0.0,9.39,5.0,0.0,9.0
404,4.0,0.0,5.37,4.0,0.0,5.0
405,1.0,0.0,9.43,3.0,0.0,9.0
406,1.0,0.0,9.49,4.0,0.0,0.0
407,4.0,0.0,9.91,3.0,0.0,11.0
408,3.0,0.0,7.88,5.0,0.0,11.0
409,5.0,0.0,7.1,5.0,0.0,1.0
410,5.0,0.0,9.36,4.0,0.0,11.0
411,4.0,0.0,5.12,3.0,0.0,10.0
412,3.0,0.0,5.88,3.0,0.0,2.0
413,1.0,0.0,9.96,5.0,0.0,0.0
414,4.0,0.0,5.16,2.0,0.0,11.0
415,1.0,0.0,7.08,1.0,0.0,12.0
416,1.0,0.0,9.26,4.0,0.0,6.0
417,5.0,0.0,8.83,1.0,0.0,6.0
418,3.0,0.0,10.0,3.0,0.0,10.0
419,2.0,0.0,9.39,5.0,0.0,6.0
420,3.0,0.0,9.87,3.0,0.0,12.0
421,4.0,0.0,7.09,1.0,0.0,1.0
422,3.0,0.0,8.04,4.0,0.0,7.0
423,5.0,0.0,6.95,3.0,0.0,8.0
424,3.0,0.0,8.58,1.0,0.0,9.0
425,4.0,0.0,7.28,3.0,0.0,8.0
426,4.0,0.0,6.21,1.0,0.0,10.0
427,4.0,0.0,9.24,3.0,0.0,6.0
428,3.0,0.0,8.59,3.0,0.0,1.0
429,5.0,0.0,5.37,4.0,0.0,3.0
430,1.0,0.0,5.74,1.0,0.0,8.0
431,1.0,0.0,9.86,5.0,0.0,12.0
432,1.0,0.0,9.21,5.0,0.0,8.0
433,1.0,0.0,7.8,2.0,0.0,11.0
434,2.0,0.0,8.35,2.0,0.0,6.0
435,3.0,0.0,9.46,1.0,0.0,5.0
436,1.0,0.0,5.82,4.0,0.0,10.0
437,4.0,0.0,9.24,1.0,0.0,8.0
438,2.0,0.0,7.47,5.0,0.0,5.0
439,4.0,0.0,6.25,2.0,0.0,12.0
440,2.0,0.0,6.63,4.0,0.0,7.0
441,2.0,0.0,5.16,1.0,0.0,2.0
442,5.0,0.0,7.24,4.0,0.0,5.0
443,3.0,0.0,7.88,3.0,0.0,5.0
444,3.0,0.0,7.04,4.0,0.0,11.0
445,2.0,0.0,6.47,4.0,0.0,11.0
446,3.0,0.0,9.74,3.0,0.0,2.0
447,3.0,0.0,6.63,3.0,0.0,11.0
448,1.0,0.0,8.95,2.0,0.0,7.0
449,3.0,0.0,9.26,3.0,0.0,2.0
450,5.0,0.0,8.35,2.0,0.0,6.0
451,3.0,0.0,8.17,3.0,0.0,2.0
452,1.0,0.0,9.87,3.0,0.0,2.0
453,3.0,0.0,7.25,1.0,0.0,9.0
454,4.0,0.0,7.77,1.0,0.0,6.0
455,4.0,0.0,5.06,5.0,0.0,0.0
456,5.0,0.0,6.04,2.0,0.0,2.0
457,2.0,0.0,7.21,3.0,0.0,11.0
458,3.0,0.0,6.83,5.0,0.0,8.0
459,5.0,0.0,7.17,2.0,0.0,2.0
460,5.0,0.0,8.24,2.0,0.0,3.0
461,5.0,0.0,8.97,2.0,0.0,1.0
462,1.0,0.0,5.74,1.0,0.0,10.0
463,5.0,0.0,6.88,5.0,0.0,12.0
464,3.0,0.0,7.77,3.0,0.0,5.0
465,1.0,0.0,9.54,4.0,0.0,2.0
466,1.0,0.0,9.03,5.0,0.0,1.0
467,3.0,0.0,9.96,2.0,0.0,10.0
468,3.0,0.0,9.72,4.0,0.0,9.0
469,4.0,0.0,6.51,1.0,0.0,0.0
470,4.0,0.0,7.52,1.0,0.0,7.0
471,2.0,0.0,7.25,4.0,0.0,12.0
472,4.0,0.0,7.51,1.0,0.0,11.0
473,3.0,0.0,6.04,4.0,0.0,4.0
474,5.0,0.0,7.51,3.0,0.0,9.0
475,1.0,0.0,7.6,3.0,0.0,11.0
476,5.0,0.0,6.78,1.0,0.0,10.0
477,3.0,0.0,5.08,4.0,0.0,10.0
478,4.0,0.0,5.56,1.0,0.0,0.0
479,5.0,0.0,5.45,2.0,0.0,5.0
480,4.0,0.0,9.96,2.0,0.0,2.0
481,5.0,0.0,9.39,5.0,0.0,12.0
482,4.0,0.0,7.88,1.0,0.0,0.0
483,1.0,0.0,5.74,2.0,0.0,10.0
484,4.0,0.0,9.72,1.0,0.0,12.0
485,3.0,0.0,8.08,5.0,0.0,5.0
486,2.0,0.0,5.64,1.0,0.0,10.0
487,4.0,0.0,8.04,5.0,0.0,1.0
488,5.0,0.0,8.95,5.0,0.0,8.0
489,3.0,0.0,8.46,5.0,0.0,12.0
490,5.0,0.0,6.83,2.0,0.0,7.0
491,4.0,0.0,8.91,5.0,0.0,0.0
492,1.0,0.0,9.71,2.0,0.0,3.0
493,4.0,0.0,6.99,2.0,0.0,6.0
494,2.0,0.0,6.0,5.0,0.0,12.0
495,4.0,0.0,6.99,3.0,0.0,8.0
496,1.0,0.0,9.37,3.0,0.0,11.0
497,2.0,0.0,9.44,5.0,0.0,4.0
498,4.0,0.0,7.53,2.0,0.0,8.0
499,1.0,0.0,9.19,2.0,0.0,10.0
500,5.0,0.0,6.51,2.0,0.0,10.0
501,1.0,0.0,7.09,5.0,0.0,4.0
502,1.0,0.0,6.51,1.0,0.0,12.0
503,5.0,0.0,7.72,2.0,0.0,8.0
504,5.0,0.0,6.36,5.0,0.0,11.0
505,4.0,0.0,5.32,2.0,0.0,11.0
506,3.0,0.0,8.35,2.0,0.0,9.0
507,1.0,0.0,8.13,1.0,0.0,0.0
508,5.0,0.0,8.73,5.0,0.0,4.0
509,4.0,0.0,6.16,3.0,0.0,9.0
510,2.0,0.0,8.9,2.0,0.0,4.0
511,4.0,0.0,8.92,2.0,0.0,9.0
512,4.0,0.0,7.51,4.0,0.0,6.0
513,5.0,0.0,7.48,1.0,0.0,11.0
514,3.0,0.0,7.11,4.0,0.0,4.0
515,5.0,0.0,9.12,1.0,0.0,2.0
516,3.0,0.0,9.4,1.0,0.0,0.0
517,1.0,0.0,9.91,4.0,0.0,7.0
518,4.0,0.0,9.24,1.0,0.0,2.0
519,1.0,0.0,7.77,1.0,0.0,8.0
520,4.0,0.0,7.1,3.0,0.0,8.0
521,2.0,0.0,8.38,2.0,0.0,10.0
522,4.0,0.0,5.37,5.0,0.0,12.0
523,3.0,0.0,8.11,4.0,0.0,6.0
524,3.0,0.0,6.16,3.0,0.0,1.0
525,4.0,0.0,5.16,5.0,0.0,11.0
526,4.0,0.0,6.25,3.0,0.0,4.0
527,3.0,0.0,9.44,3.0,0.0,7.0
528,2.0,0.0,5.32,5.0,0.0,10.0
529,5.0,0.0,9.98,2.0,0.0,4.0
530,4.0,0.0,8.17,2.0,0.0,10.0
531,3.0,0.0,9.6,5.0,0.0,0.0
532,2.0,0.0,5.58,2.0,0.0,12.0
533,3.0,0.0,8.92,2.0,0.0,5.0
534,5.0,0.0,8.04,2.0,0.0,11.0
535,1.0,0.0,7.77,3.0,0.0,10.0
