gender,age,degree,city_id,profession_id
Male,25.0,BSc,3,1
Female,25.0,B.Arch,24,1
Female,28.0,BE,12,1
Female,20.0,'Class 12',14,1
Female,24.0,LLM,29,1
Male,23.0,B.Tech,20,1
Male,19.0,'Class 12',6,1
Female,24.0,MCA,25,1
Female,34.0,BSc,19,1
Female,25.0,B.Arch,24,1
Male,28.0,BBA,10,1
Female,27.0,BBA,21,1
Male,22.0,BSc,6,1
Male,27.0,BHM,15,1
Female,34.0,B.Tech,25,1
Male,22.0,B.Com,9,1
Male,23.0,M.Com,17,1
Male,24.0,M.Pharm,12,1
Male,21.0,B.Arch,30,1
Male,26.0,BSc,26,1
Female,24.0,BCA,15,1
Male,34.0,MSc,15,1
Female,29.0,ME,23,1
Male,33.0,MBBS,1,1
Male,21.0,BCA,28,1
Female,33.0,BSc,30,1
Male,28.0,MBA,17,1
Male,27.0,MCA,5,1
Male,33.0,M.Tech,22,1
Female,18.0,'Class 12',30,1
Female,20.0,'Class 12',15,1
Female,19.0,'Class 12',16,1
Male,21.0,MSc,14,2
Male,32.0,B.Tech,26,1
Male,32.0,LLB,30,1
Male,33.0,MD,13,1
Female,23.0,MCA,2,1
Male,24.0,M.Com,12,1
Female,20.0,'Class 12',3,1
Female,24.0,B.Arch,14,1
Male,22.0,MCA,8,1
Male,26.0,BCA,10,1
Female,18.0,'Class 12',26,1
Male,26.0,MD,26,1
Male,33.0,MD,17,1
Female,19.0,'Class 12',1,1
Male,26.0,MSc,5,1
Female,34.0,BE,17,1
Female,22.0,BCA,6,1
Female,28.0,B.Tech,19,1
Male,31.0,LLB,17,1
Female,18.0,'Class 12',4,1
Male,32.0,M.Tech,7,1
Female,19.0,'Class 12',5,1
Male,20.0,'Class 12',16,1
Male,28.0,BCA,9,1
Male,19.0,'Class 12',21,1
Male,34.0,B.Tech,6,1
Male,20.0,'Class 12',11,1
Male,18.0,'Class 12',19,1
Female,29.0,BCA,28,1
Male,24.0,M.Tech,15,1
Male,33.0,BSc,5,1
Male,34.0,B.Tech,10,1
Female,29.0,B.Com,23,1
Male,27.0,B.Com,17,1
Female,31.0,MD,3,1
Male,30.0,B.Tech,20,1
Female,31.0,MA,7,1
Male,26.0,B.Arch,13,1
Male,21.0,B.Ed,28,1
Female,34.0,B.Ed,17,1
Male,24.0,B.Com,16,1
Male,21.0,B.Com,4,1
Female,31.0,B.Tech,9,1
Male,20.0,'Class 12',17,1
Male,34.0,LLM,27,1
Female,30.0,M.Com,20,1
Male,30.0,M.Ed,19,1
Male,20.0,'Class 12',2,1
Female,22.0,B.Com,5,1
Male,18.0,'Class 12',23,1
Female,27.0,PhD,6,1
Male,26.0,BE,22,1
Male,24.0,B.Pharm,20,1
Female,28.0,BSc,26,1
Female,24.0,B.Arch,6,1
Female,32.0,BA,7,1
Female,21.0,MBBS,28,1
Male,19.0,'Class 12',1,1
Female,24.0,M.Ed,25,1
Female,26.0,B.Arch,24,1
Female,20.0,'Class 12',3,1
Male,19.0,'Class 12',27,1
Male,32.0,MBBS,25,1
Female,23.0,B.Ed,21,1
Female,23.0,M.Tech,26,1
Male,29.0,MCA,26,1
Female,29.0,B.Ed,14,1
Female,27.0,MA,3,1
Female,33.0,'Class 12',29,1
Female,33.0,MSc,28,1
Male,31.0,LLB,29,1
Male,25.0,B.Ed,10,1
Female,29.0,LLM,6,1
Female,18.0,'Class 12',7,1
Female,18.0,'Class 12',11,1
Male,22.0,MSc,15,1
Male,24.0,BSc,24,1
Male,24.0,B.Ed,15,1
Male,30.0,'Class 12',21,1
Male,33.0,PhD,3,1
Male,34.0,M.Tech,12,1
Male,32.0,MCA,21,1
Male,33.0,MA,27,1
Female,20.0,'Class 12',6,1
Female,25.0,B.Pharm,23,1
Male,24.0,B.Tech,25,1
Male,23.0,B.Com,23,1
Female,30.0,M.Ed,15,1
Female,39.0,M.Tech,12,1
Male,22.0,BE,2,1
Male,23.0,B.Com,28,1
Male,31.0,M.Tech,17,1
Male,20.0,'Class 12',16,1
Male,20.0,'Class 12',8,1
Male,32.0,BSc,12,1
Female,22.0,BHM,23,1
Female,27.0,BSc,5,1
Female,18.0,'Class 12',14,1
Female,28.0,B.Com,29,1
Female,22.0,BCA,19,1
Female,20.0,'Class 12',8,1
Male,20.0,'Class 12',20,1
Male,30.0,BHM,18,1
Male,18.0,'Class 12',3,1
Female,26.0,MBBS,10,1
Male,34.0,B.Ed,28,1
Male,20.0,'Class 12',17,1
Male,20.0,'Class 12',3,1
Female,33.0,B.Pharm,11,1
Female,20.0,'Class 12',25,1
Female,28.0,M.Ed,12,1
Female,26.0,MCA,3,1
Male,25.0,M.Ed,11,1
Female,28.0,MBBS,14,1
Female,29.0,BE,8,1
Male,34.0,M.Tech,17,1
Female,29.0,M.Com,24,1
Female,28.0,BHM,3,1
Female,33.0,BHM,11,1
Male,18.0,'Class 12',26,1
Male,19.0,'Class 12',14,1
Female,27.0,BBA,12,1
Female,29.0,BE,6,1
Female,18.0,'Class 12',15,1
Male,27.0,LLB,3,1
Male,34.0,'Class 12',27,1
Female,19.0,'Class 12',28,1
Female,30.0,B.Ed,7,1
Female,25.0,BHM,26,1
Female,20.0,'Class 12',20,1
Female,20.0,'Class 12',26,1
Female,20.0,'Class 12',19,1
Female,29.0,BSc,17,1
Male,24.0,B.Pharm,16,1
Male,34.0,M.Pharm,25,1
Male,31.0,B.Ed,4,1
Male,23.0,M.Com,13,1
Female,25.0,BHM,11,1
Female,24.0,B.Arch,25,1
Female,25.0,LLB,4,1
Male,23.0,B.Arch,23,1
Male,21.0,MCA,9,1
Male,22.0,MBA,7,1
Male,33.0,BCA,21,1
Male,24.0,MBA,12,1
Female,25.0,BA,13,1
Male,33.0,LLB,23,1
Male,27.0,BHM,15,1
Female,31.0,B.Ed,1,1
Female,19.0,'Class 12',18,1
Male,29.0,B.Ed,16,1
Male,23.0,MBA,12,1
Male,25.0,MBBS,13,1
Male,34.0,M.Pharm,3,1
Male,18.0,'Class 12',14,1
Male,29.0,MBA,25,1
Female,25.0,MBBS,26,1
Male,29.0,LLB,3,1
Male,28.0,MBBS,22,1
Female,31.0,B.Com,29,1
Male,30.0,M.Com,19,1
Male,24.0,LLM,24,1
Male,26.0,B.Ed,11,1
Female,29.0,MCA,1,1
Male,22.0,M.Com,20,1
Female,31.0,M.Ed,8,1
Female,29.0,MBA,14,1
Female,18.0,'Class 12',16,1
Female,27.0,M.Ed,11,1
Male,32.0,MBBS,18,1
Male,30.0,MD,30,1
Male,26.0,BBA,23,1
Male,28.0,BE,11,1
Male,28.0,BHM,4,1
Female,25.0,BHM,26,1
Female,33.0,'Class 12',6,1
Male,24.0,M.Pharm,15,1
Female,22.0,BBA,4,1
Male,34.0,BCA,23,1
Male,29.0,M.Pharm,3,1
Male,32.0,M.Tech,10,1
Female,31.0,'Class 12',1,1
Male,28.0,BCA,26,1
Male,30.0,B.Com,4,1
Female,26.0,'Class 12',19,1
Male,19.0,'Class 12',15,1
Female,21.0,BSc,2,1
Male,22.0,B.Com,7,1
Male,23.0,B.Com,7,1
Female,25.0,B.Ed,4,1
Female,24.0,'Class 12',24,1
Female,18.0,'Class 12',15,1
Female,19.0,'Class 12',22,1
Female,30.0,BA,17,1
Female,35.0,PhD,22,1
Female,20.0,'Class 12',8,1
Male,20.0,'Class 12',17,1
Female,18.0,'Class 12',6,1
Female,18.0,'Class 12',7,1
Female,30.0,B.Arch,24,1
Female,33.0,MBA,20,1
Female,29.0,B.Arch,26,1
Female,28.0,MD,3,1
Male,26.0,BBA,13,1
Male,22.0,BCA,5,1
Female,28.0,BCA,4,1
Male,32.0,ME,3,1
Female,31.0,MCA,19,1
Male,20.0,'Class 12',13,1
Female,30.0,MBBS,24,1
Male,27.0,B.Ed,17,1
Male,26.0,B.Pharm,14,1
Male,34.0,LLM,26,1
Female,20.0,'Class 12',6,1
Male,22.0,MSc,16,1
Female,20.0,'Class 12',20,1
Female,27.0,LLB,30,1
Female,25.0,B.Ed,13,1
Male,19.0,'Class 12',30,1
Male,29.0,BSc,20,1
Female,18.0,'Class 12',2,1
Female,21.0,B.Ed,7,1
Female,31.0,MCA,25,1
Female,33.0,M.Tech,12,1
Male,33.0,M.Tech,2,1
Male,21.0,B.Tech,2,1
Female,21.0,BBA,12,1
Male,23.0,MSc,24,1
Male,20.0,'Class 12',16,1
Female,20.0,'Class 12',16,1
Female,20.0,'Class 12',17,1
Male,20.0,'Class 12',7,1
Female,33.0,MHM,18,1
Male,29.0,MSc,1,1
Female,21.0,BCA,21,1
Male,28.0,BHM,20,1
Female,25.0,MD,17,1
Female,22.0,MSc,21,1
Female,24.0,B.Arch,13,1
Male,19.0,'Class 12',15,1
Male,32.0,ME,26,1
Female,25.0,B.Com,11,1
Female,25.0,B.Com,21,1
Male,21.0,BSc,5,1
Female,28.0,BBA,16,1
Male,20.0,'Class 12',29,1
Male,26.0,BA,13,1
Female,19.0,'Class 12',17,1
Male,25.0,M.Ed,27,1
Female,33.0,MHM,18,1
Female,20.0,'Class 12',20,1
Male,22.0,BA,7,1
Male,26.0,B.Pharm,25,1
Female,20.0,'Class 12',8,1
Male,23.0,M.Tech,5,1
Male,33.0,BSc,5,1
Female,20.0,'Class 12',18,1
Female,29.0,LLM,26,1
Male,33.0,MCA,16,1
Male,26.0,MBBS,23,1
Female,27.0,B.Pharm,19,1
Female,34.0,M.Com,4,1
Male,34.0,M.Com,27,1
Female,20.0,'Class 12',18,1
Male,28.0,B.Arch,14,1
Male,28.0,MBA,21,1
Female,23.0,MSc,12,1
Female,34.0,B.Tech,23,1
Female,20.0,'Class 12',13,1
Female,25.0,B.Arch,25,1
Male,26.0,LLM,21,1
Male,18.0,'Class 12',17,1
Female,24.0,BCA,7,1
Male,28.0,B.Arch,17,1
Male,34.0,BCA,5,1
Male,23.0,B.Ed,10,1
Male,27.0,BSc,21,1
Female,19.0,'Class 12',23,1
Male,32.0,B.Tech,22,1
Female,20.0,'Class 12',11,1
Male,25.0,M.Pharm,17,1
Female,24.0,B.Com,15,1
Female,22.0,B.Ed,28,1
Male,27.0,B.Arch,20,1
Female,18.0,'Class 12',28,1
Male,23.0,M.Ed,13,1
Female,29.0,BSc,15,1
Female,18.0,'Class 12',21,1
Female,31.0,MBBS,18,1
Female,33.0,B.Com,22,1
Male,33.0,B.Ed,29,1
Female,34.0,M.Com,22,1
Male,28.0,B.Pharm,3,1
Male,20.0,'Class 12',3,1
Male,25.0,BSc,16,1
Female,21.0,BSc,15,1
Female,29.0,PhD,3,1
Female,33.0,LLM,29,1
Female,33.0,B.Ed,20,1
Female,21.0,B.Arch,26,1
Female,29.0,BHM,8,1
Male,31.0,B.Com,30,1
Male,24.0,MA,21,1
Female,19.0,'Class 12',4,1
Male,25.0,BBA,28,1
Male,27.0,MSc,22,1
Female,31.0,B.Ed,3,1
Female,28.0,BE,1,1
Male,34.0,MD,26,1
Female,31.0,BSc,11,3
Male,20.0,'Class 12',18,1
Female,18.0,'Class 12',16,1
Female,20.0,'Class 12',17,1
Male,24.0,B.Ed,14,1
Female,28.0,MBA,17,1
Female,19.0,'Class 12',30,1
Male,28.0,B.Tech,9,1
Male,28.0,MBA,12,1
Female,28.0,B.Arch,3,1
Female,19.0,'Class 12',8,1
Male,28.0,MBBS,3,1
Female,21.0,M.Com,4,1
Female,19.0,'Class 12',3,1
Male,29.0,BCA,15,1
Male,32.0,M.Tech,27,1
Male,26.0,'Class 12',27,1
Male,22.0,BHM,3,1
Female,24.0,M.Tech,8,1
Male,28.0,M.Tech,3,1
Male,34.0,M.Ed,25,1
Male,20.0,'Class 12',3,1
Female,32.0,LLB,17,1
Female,20.0,'Class 12',3,1
Male,18.0,'Class 12',5,1
Female,25.0,MSc,24,1
Male,29.0,MSc,1,1
Male,27.0,BBA,9,1
Female,34.0,M.Com,12,1
Male,32.0,B.Arch,13,1
Male,29.0,MSc,29,1
Female,23.0,B.Com,17,1
Female,27.0,B.Com,15,1
Female,29.0,BCA,6,1
Female,30.0,'Class 12',16,1
Female,21.0,M.Ed,9,1
Female,32.0,M.Ed,29,1
Male,20.0,'Class 12',2,1
Female,25.0,PhD,24,1
Male,31.0,BA,12,1
Male,20.0,'Class 12',21,1
Female,23.0,B.Tech,30,1
Male,31.0,M.Pharm,24,1
Female,34.0,B.Ed,19,1
Male,24.0,'Class 12',29,1
Male,32.0,LLM,7,1
Male,30.0,M.Com,16,1
Female,18.0,'Class 12',7,1
Male,33.0,M.Tech,22,1
Male,34.0,MSc,15,1
Female,20.0,'Class 12',25,1
Female,22.0,BE,2,1
Male,34.0,MSc,19,1
Female,30.0,B.Com,8,1
Male,19.0,'Class 12',11,1
Female,19.0,'Class 12',20,1
Male,20.0,'Class 12',16,1
Male,25.0,MD,25,1
Female,30.0,PhD,23,1
Male,26.0,B.Com,5,1
Female,21.0,B.Arch,11,1
Female,28.0,B.Tech,3,1
Male,18.0,'Class 12',20,1
Male,24.0,B.Com,24,1
Male,29.0,ME,19,1
Male,28.0,MBBS,21,1
Male,31.0,M.Ed,4,1
Male,25.0,B.Ed,12,1
Male,28.0,MD,1,1
Male,33.0,M.Tech,22,1
Male,30.0,BBA,2,1
Female,28.0,M.Ed,26,1
Male,20.0,'Class 12',14,1
Female,18.0,'Class 12',27,1
Female,29.0,BCA,15,1
Male,28.0,MBBS,25,1
Female,24.0,B.Arch,19,1
Male,25.0,MSc,16,1
Male,21.0,MCA,16,1
Male,21.0,BCA,1,1
Female,28.0,BE,17,1
Female,34.0,BHM,17,1
Female,29.0,B.Ed,12,1
Female,19.0,'Class 12',2,1
Female,19.0,'Class 12',7,1
Male,21.0,BA,18,1
Male,23.0,MSc,12,1
Female,25.0,PhD,7,1
Female,29.0,BCA,1,1
Male,27.0,B.Com,28,1
Female,19.0,'Class 12',8,1
Male,26.0,BBA,13,1
Female,19.0,'Class 12',26,1
Female,22.0,B.Tech,24,1
Female,23.0,B.Com,5,1
Male,29.0,B.Tech,5,1
Male,21.0,B.Com,7,1
Male,24.0,BSc,23,1
Male,24.0,M.Tech,17,1
Male,32.0,M.Tech,5,1
Female,22.0,BA,26,1
Male,23.0,M.Tech,26,1
Female,33.0,BHM,27,1
Female,27.0,LLB,24,1
Female,26.0,MA,20,1
Male,24.0,B.Ed,25,1
Male,33.0,BBA,15,1
Male,33.0,BA,1,1
Female,25.0,B.Ed,29,1
Female,27.0,B.Pharm,25,1
Female,25.0,BHM,8,1
Male,28.0,B.Com,5,1
Female,21.0,M.Tech,26,1
Male,29.0,B.Com,24,1
Female,32.0,MBBS,10,1
Male,34.0,M.Ed,4,1
Male,25.0,B.Com,16,1
Female,21.0,B.Com,21,1
Male,19.0,'Class 12',13,1
Male,22.0,BBA,14,1
Male,33.0,B.Ed,20,1
Female,19.0,'Class 12',24,1
Male,21.0,B.Arch,26,1
Male,20.0,'Class 12',18,1
Female,20.0,'Class 12',1,1
Male,18.0,'Class 12',19,1
Female,21.0,BCA,7,1
Male,21.0,MSc,8,1
Female,21.0,MCA,25,1
Male,29.0,BCA,24,1
Female,28.0,B.Arch,24,1
Male,33.0,MBBS,27,1
Male,24.0,B.Pharm,26,1
Male,29.0,M.Ed,2,1
Male,32.0,ME,21,1
Male,32.0,B.Pharm,16,1
Male,26.0,BA,12,1
Female,23.0,B.Tech,20,1
Female,29.0,LLM,30,1
Male,27.0,PhD,10,1
Male,31.0,'Class 12',13,1
Female,32.0,B.Tech,22,1
Female,31.0,LLM,12,1
Male,27.0,B.Arch,29,1
Female,21.0,BCA,23,1
Female,20.0,'Class 12',12,1
Female,25.0,BCA,12,1
Female,31.0,LLB,30,1
Female,24.0,MBBS,11,1
Female,18.0,'Class 12',12,1
Male,33.0,MSc,23,1
Male,25.0,B.Com,20,1
Male,26.0,BBA,12,1
Female,29.0,M.Ed,21,1
Female,21.0,BA,7,1
Female,18.0,'Class 12',17,1
Male,18.0,'Class 12',20,1
Male,18.0,'Class 12',22,1
Male,31.0,M.Tech,1,1
Male,31.0,LLB,26,1
Female,21.0,BA,3,1
Male,24.0,MCA,17,1
Male,31.0,'Class 12',21,1
Male,24.0,BA,27,1
Male,18.0,'Class 12',12,1
Male,20.0,'Class 12',15,1
Female,30.0,PhD,17,1
Female,20.0,'Class 12',25,1
Male,20.0,'Class 12',9,1
Male,19.0,'Class 12',6,1
Male,23.0,B.Com,5,1
Male,29.0,MSc,24,1
Female,19.0,'Class 12',12,1
Male,28.0,MBA,27,1
Female,32.0,BA,2,1
Female,25.0,B.Ed,17,1
Female,29.0,M.Com,3,1
Female,23.0,MD,6,1
Female,24.0,B.Ed,5,1
Female,18.0,'Class 12',7,1
Male,31.0,B.Pharm,17,1
Female,26.0,BCA,25,1
Male,32.0,LLB,10,1
Female,20.0,'Class 12',7,1
Female,31.0,B.Ed,21,1
Female,30.0,'Class 12',26,1
Female,20.0,'Class 12',7,1
Male,33.0,M.Tech,4,1
Male,26.0,B.Ed,1,1
Male,33.0,MSc,12,1
Male,27.0,BSc,17,1
Female,24.0,BE,8,1
Female,20.0,'Class 12',14,1
Female,31.0,'Class 12',10,1
Male,22.0,MSc,19,1
Male,29.0,M.Ed,26,1
Female,32.0,BCA,26,1
Female,28.0,MSc,7,1
Male,32.0,LLB,19,1
Female,34.0,MCA,5,1
Male,32.0,BA,30,1
Male,23.0,BSc,6,1
Male,28.0,Others,4,1
Female,33.0,PhD,30,1
Male,27.0,B.Com,21,1
Female,25.0,BSc,1,1
Female,28.0,LLB,19,1
Male,21.0,MA,22,1
Male,23.0,B.Tech,16,1
Male,25.0,MHM,20,1
Male,29.0,B.Tech,19,1
Female,33.0,B.Ed,17,1
Female,30.0,MBBS,15,1
Male,24.0,'Class 12',12,1
Male,19.0,'Class 12',11,1
Female,20.0,'Class 12',2,1
Female,19.0,'Class 12',11,1
Male,24.0,B.Arch,10,1
Female,31.0,B.Ed,17,1
Female,24.0,B.Com,23,1
Female,29.0,LLB,27,1
Male,33.0,MCA,30,1
Female,33.0,M.Tech,30,1
Female,23.0,MCA,3,1
Male,32.0,M.Tech,25,1
Female,23.0,MA,23,1
Male,25.0,B.Ed,17,1
Female,31.0,M.Tech,7,1
Male,28.0,MCA,26,1
Female,21.0,MBBS,1,1
Female,28.0,B.Tech,7,1
Male,23.0,B.Arch,25,1
Male,23.0,B.Com,25,1
Male,21.0,B.Ed,25,1
Male,28.0,BCA,12,1
Female,25.0,B.Arch,19,1
Female,29.0,LLM,14,1
Male,30.0,B.Tech,22,1
Female,28.0,MBBS,17,1
Male,19.0,'Class 12',15,1
Female,24.0,MSc,10,1
Male,20.0,'Class 12',25,1
Male,34.0,MSc,14,1
Female,25.0,ME,15,1
Male,24.0,MCA,10,1
Male,23.0,MCA,16,1
Female,32.0,BE,15,1
Male,18.0,'Class 12',10,1
Male,21.0,'Class 12',12,1
Female,32.0,BCA,3,1
Male,30.0,LLB,15,1
Female,25.0,B.Com,5,1
Female,28.0,BHM,26,1
Female,32.0,B.Ed,24,1
Male,21.0,B.Arch,14,1
Female,20.0,'Class 12',19,1
Male,23.0,B.Tech,15,1
Male,32.0,BCA,9,1
Male,25.0,M.Tech,28,1
Female,29.0,M.Com,19,1
Male,20.0,'Class 12',1,1
Male,30.0,M.Ed,28,1
Male,28.0,LLB,14,1
Male,18.0,'Class 12',23,1
Female,28.0,PhD,22,1
Male,19.0,'Class 12',16,1
Male,23.0,B.Tech,22,1
Male,31.0,'Class 12',28,1
Female,20.0,'Class 12',8,1
Female,21.0,B.Arch,11,1
Male,27.0,BBA,20,1
Female,23.0,B.Com,16,1
Male,27.0,MSc,5,1
Female,32.0,LLB,12,1
Female,33.0,LLM,10,1
Male,24.0,BBA,21,1
Female,27.0,M.Pharm,24,1
Male,22.0,MA,7,1
Female,23.0,BHM,7,1
Female,27.0,BE,3,1
Female,28.0,BCA,3,1
Female,23.0,MBA,11,1
Male,34.0,MD,21,1
Male,28.0,B.Pharm,8,1
Male,27.0,PhD,19,1
Male,33.0,M.Ed,3,1
Female,30.0,MSc,23,1
Female,20.0,'Class 12',16,1
Male,23.0,BCA,9,1
Male,31.0,B.Com,14,1
Male,25.0,BSc,22,1
Female,33.0,B.Ed,12,1
Female,23.0,BE,7,1
Female,21.0,MCA,6,1
Female,34.0,BE,3,1
Male,30.0,PhD,14,1
Female,27.0,BHM,16,1
Male,18.0,'Class 12',26,1
Female,24.0,BSc,19,1
Male,24.0,B.Arch,29,1
Male,28.0,B.Tech,18,1
Male,32.0,BE,4,1
Male,29.0,B.Pharm,28,1
Female,18.0,'Class 12',26,1
Female,29.0,BCA,28,1
Male,21.0,B.Arch,7,1
Male,21.0,B.Arch,8,1
Male,22.0,M.Ed,12,1
Female,24.0,BHM,18,1
Female,22.0,M.Tech,8,1
Male,19.0,'Class 12',23,1
Female,25.0,BSc,7,1
Male,28.0,ME,17,1
Male,25.0,B.Ed,23,1
Male,18.0,'Class 12',2,1
Male,18.0,'Class 12',28,1
Female,24.0,B.Pharm,13,1
Male,29.0,M.Tech,18,1
Male,20.0,'Class 12',28,1
Female,27.0,B.Arch,17,1
Male,31.0,B.Arch,4,1
Male,34.0,MD,25,1
Male,23.0,BBA,25,1
Female,23.0,BE,9,1
Female,20.0,'Class 12',20,1
Male,24.0,B.Tech,26,1
Male,19.0,'Class 12',25,1
Male,31.0,'Class 12',6,1
Female,23.0,MSc,26,1
Male,26.0,M.Ed,5,1
Male,31.0,BA,6,1
Male,23.0,B.Arch,17,1
Male,29.0,B.Arch,15,1
Male,21.0,MCA,3,1
Male,32.0,M.Ed,15,1
Male,26.0,B.Tech,15,1
Male,25.0,B.Arch,23,1
Female,22.0,B.Ed,21,1
Female,29.0,B.Arch,19,1
Female,30.0,B.Ed,25,1
Female,33.0,B.Pharm,6,1
Male,26.0,LLM,24,1
Male,22.0,B.Ed,14,1
Male,29.0,BE,22,1
Female,24.0,B.Pharm,7,1
Female,23.0,BSc,14,1
Male,23.0,B.Ed,21,1
Male,18.0,'Class 12',11,1
Female,18.0,'Class 12',14,1
Male,33.0,B.Ed,5,1
Male,21.0,B.Tech,22,1
Male,33.0,'Class 12',28,1
Female,27.0,MSc,26,1
Male,23.0,B.Pharm,29,1
Female,24.0,LLM,29,1
Male,20.0,'Class 12',22,1
Male,21.0,BCA,12,1
Male,23.0,MA,10,1
Female,24.0,B.Arch,19,1
Female,23.0,BCA,17,1
Male,24.0,BE,28,1
Female,24.0,B.Com,3,1
Male,25.0,B.Pharm,1,1
Female,27.0,B.Pharm,3,1
Male,20.0,'Class 12',23,1
Male,23.0,BBA,26,1
Female,19.0,'Class 12',13,1
Female,34.0,MA,20,1
Female,28.0,ME,22,1
Male,21.0,B.Ed,25,1
Male,20.0,'Class 12',16,1
Male,24.0,B.Com,20,1
Male,25.0,M.Com,27,1
Male,22.0,MSc,15,1
Female,18.0,'Class 12',20,1
Male,33.0,MD,27,1
Male,34.0,LLB,20,1
Female,23.0,B.Arch,6,1
Female,30.0,BBA,6,1
Male,23.0,B.Com,26,1
Male,20.0,'Class 12',2,1
Male,20.0,'Class 12',25,1
Male,34.0,MD,15,1
Male,28.0,M.Tech,2,1
Female,34.0,B.Arch,5,1
Male,19.0,'Class 12',8,1
Male,26.0,BCA,26,1
Male,25.0,BA,19,1
Female,27.0,BSc,28,1
Female,34.0,BCA,19,1
Male,19.0,'Class 12',4,1
Male,23.0,B.Com,23,1
Male,31.0,M.Ed,7,1
Male,31.0,LLM,4,1
Male,31.0,BA,9,1
Male,19.0,'Class 12',14,1
Male,25.0,BBA,21,1
Female,26.0,B.Ed,1,1
Female,22.0,MCA,9,1
Female,25.0,B.Tech,15,1
Male,20.0,'Class 12',18,1
Female,29.0,B.Tech,22,1
Male,19.0,'Class 12',8,1
Male,27.0,B.Pharm,22,1
Male,34.0,MD,25,1
Female,28.0,M.Ed,22,1
Female,20.0,'Class 12',20,1
Female,24.0,BA,23,1
Female,24.0,B.Com,3,1
Female,26.0,B.Com,19,1
Female,18.0,'Class 12',21,1
Female,22.0,MCA,5,1
Female,33.0,MBA,16,1
Male,18.0,'Class 12',23,1
Male,26.0,B.Tech,17,1
Female,29.0,MA,12,1
Male,28.0,B.Ed,30,1
Male,22.0,BHM,9,1
Male,27.0,MD,17,1
Male,29.0,B.Pharm,30,1
Male,28.0,Others,1,1
Female,29.0,M.Ed,7,1
Female,24.0,BBA,1,1
Male,34.0,B.Ed,23,1
Male,20.0,'Class 12',25,1
Female,28.0,M.Tech,4,1
Male,28.0,B.Ed,12,1
Female,19.0,'Class 12',11,1
Male,31.0,B.Ed,10,1
Female,32.0,B.Tech,25,1
Male,20.0,'Class 12',28,1
Female,23.0,B.Ed,7,1
Female,29.0,B.Arch,1,1
Female,19.0,'Class 12',24,1
Male,21.0,B.Com,23,1
Male,26.0,MD,14,1
Male,28.0,BCA,1,1
Male,23.0,MA,21,1
Male,18.0,'Class 12',15,1
Male,19.0,'Class 12',15,1
Female,29.0,PhD,8,1
Male,19.0,'Class 12',25,1
Male,22.0,B.Com,5,1
Female,23.0,B.Com,6,1
Female,28.0,M.Ed,12,1
Male,21.0,M.Com,17,1
Male,19.0,'Class 12',18,1
Male,29.0,ME,25,1
